,Price,Prod. year,Leather interior,Mileage,Cylinders,Airbags,Class_High,Class_Highest,Class_Low,Class_Lowest,Class_MidHigh,Class_MidLow,CNG,Diesel,Hybrid,Hydrogen,LPG,Plug-in Hybrid,turbo,Manual,Tiptronic,Variator,Right wheel,Expensive_color
2737,706,2010,1,0.542735508,0.2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2738,11290,2014,1,0.360733836,0.466666667,0.375,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2739,26657,2002,0,0.005725934,0.2,0.25,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
2740,41977,2012,1,0.458907835,0.2,0.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2741,9408,2013,1,0.139125879,0.2,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2742,15681,2016,1,0.676438927,0.2,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2743,10349,2002,0,0.064416756,0.2,0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2744,7840,2008,1,0.292022629,0.2,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2745,10976,2016,0,0.269118893,0.2,0.375,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2746,627,2017,1,0.091941321,0.2,0.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2747,7840,2008,0,0.432966492,0.2,0.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2748,12287,2010,1,0.378258056,0.2,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2749,37006,2012,1,0.563431896,0.2,0.875,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2750,13172,2005,0,0.031810426,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2751,15681,2009,1,0.555415588,0.266666667,0.375,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2752,862,2017,1,0.396403541,0.2,0.75,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2753,1646,2013,1,0,0.2,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2754,15994,2011,1,0.487932594,0.333333333,0.75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2755,16308,2012,0,0.343556034,0.333333333,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2756,15053,2015,1,0.912361719,0.2,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2757,18189,2013,0,0.613820114,0.2,0.75,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2758,16308,2004,1,0.603842674,0.333333333,0.75,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
2759,11917,2007,0,0.426582076,0.2,0.75,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2760,21012,2017,0,0.215295115,0.2,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2761,25719,2015,1,0.309277731,0.2,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2762,5237,2007,1,0.217050113,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2763,38574,2015,1,0.378827787,0.2,0.25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2764,23129,2013,1,0.565267058,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2765,14113,2001,1,0.329241199,0.466666667,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2766,44533,2015,1,0.137422414,0.2,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2767,44542,2017,1,0.288747395,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2768,12231,2007,0,0.446622844,0.2,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2769,7840,2004,0,0.303474497,0.2,0.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2770,26510,2013,1,0.121910859,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2771,16904,2011,1,0.59757564,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2772,9408,2000,1,0.320652298,0.733333333,0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2773,8781,2009,1,0.21577323,0.2,0.25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2774,12231,2014,0,0.200407686,0.2,0.125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2775,6272,2001,1,0.624126795,0.466666667,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2776,15681,2016,1,0.676438927,0.2,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2777,15681,2002,1,0.835986349,0.466666667,0.625,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2778,8154,2003,0,0.667071299,0.2,0.125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2779,43905,2017,0,0.180366918,0.2,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2780,13300,2014,1,0.830260415,0.333333333,0.375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2781,11563,2010,1,0.326378232,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2782,15994,2011,1,0.487932594,0.333333333,0.75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2783,8148,2011,0,0.283433728,0.2,0.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2784,10036,2014,1,0.95533199,0.2,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2785,44878,2017,1,0.181735416,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2786,8154,2005,0,0.57259339,0.2,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2787,10663,2008,1,0.592634159,0.2,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2788,9095,2003,0,0.57259339,0.333333333,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2789,6611,2007,1,0.408413687,0.2,0.25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2790,18826,2011,1,0.249679348,0.2,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2791,14113,2009,0,0.317789331,0.2,0.375,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2792,16621,2011,1,0.341778132,0.333333333,0.75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2793,29793,2007,1,0.601223059,0.333333333,0.375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2794,40926,2016,1,0.134318957,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2795,5331,2001,0,0,0.2,0.125,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2796,37476,2017,0,0.103350244,0.2,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2797,21012,2017,0,0.188955819,0.2,0.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2798,19416,2011,1,0.345219418,0.2,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2799,14113,2010,1,0.229037356,0.2,0.4375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2800,18817,2012,1,0.232616065,0.2,0.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2801,40983,2015,1,0.322707909,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2802,22549,2015,1,0.314926364,0.2,0.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2803,17249,2015,0,0.240489224,0.2,0.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2804,20385,2007,0,0,0.066666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2805,9408,2011,1,0.346419001,0.2,0.125,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2806,17249,2003,0,0.361879022,0.2,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2807,36899,2016,1,0.258044937,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2808,30887,2015,1,0.148776941,0.2,0.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2809,7840,2000,0,0.767275143,0.2,0.25,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2810,3000,2008,0,0.515334051,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2811,16621,2013,1,0.194681753,0.2,0.625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2812,21805,2011,1,0.159243948,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2813,11604,2009,0,0.53537482,0.2,0.5,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2814,14426,2010,0,0.655046838,0.2,0.375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2815,26030,2016,1,0.389171686,0.2,0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2816,25440,2014,1,0.204956941,0.2,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2817,47120,2010,1,0.327471886,0.2,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2818,12701,2010,1,0.162516319,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2819,29166,2010,1,0.429445042,0.333333333,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2820,17719,2015,1,0.232258194,0.2,0.25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2821,14113,2003,1,0.105929777,0.733333333,0.75,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2822,15053,2015,1,0.780928632,0.2,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2823,39066,2015,1,0.040081537,0.2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2824,9095,2008,0,0.509608117,0.2,0.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2825,13328,2010,1,0.532526168,0.333333333,0.75,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2826,16778,2013,0,0.200407686,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2827,3763,2007,1,0.445738187,0.133333333,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2828,8781,2000,1,0.636214242,0.333333333,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2829,19757,2014,1,0.003664598,0.2,0.75,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2830,11290,2016,1,0.948916081,0.2,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2831,34808,2017,1,0.04466801,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2832,15681,2016,1,0.741342388,0.2,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2833,11917,2008,0,0.466663613,0.2,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2834,29793,2011,1,0.314926364,0.2,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2835,8467,2004,1,0.801630746,0.2,0.25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2836,17249,2005,1,0.801630746,0.333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2837,10976,2002,0,0.636214242,0.333333333,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2838,14050,2010,1,0.152063627,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2839,28780,2011,1,0.369692059,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2840,22260,2013,1,0.280304505,0.2,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2841,6899,2008,1,0.222675843,0.2,0.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2842,34340,2016,1,0.079624837,0.333333333,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2843,14834,2012,1,0.376316965,0.2,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2844,23521,2015,0,0.291212409,0.2,0.75,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2845,10349,2004,1,0.400815373,0.2,0.5,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2846,28532,2016,1,0.113860196,0.2,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2847,18503,2016,1,0.089184283,0.2,0.25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2848,9095,2000,0,0.326378232,0.2,0.125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2849,29479,2012,1,0.587623966,0.333333333,0.75,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2850,12240,2012,1,0.282357252,0.2,0.25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2851,12544,2000,1,0.550047525,0.2,0.375,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2852,13172,2007,0,0.292022629,0.333333333,0.5625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2853,19444,2007,1,0.783307757,0.333333333,0.625,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2854,27654,2011,1,0.26062447,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2855,28852,2008,0,0.714596551,0.333333333,0.75,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2856,11917,2008,0,0.429445042,0.266666667,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2857,18305,2012,1,0.175419711,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2858,11917,2002,1,0.575456357,0.333333333,0.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2859,1019,2014,1,0,0.2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2860,10663,2015,1,0.786869288,0.2,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2861,11290,2016,1,0.725398525,0.2,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2862,11290,2007,1,0.314926364,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2863,549,2013,1,0.802564073,0.2,0.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2864,3058,2014,1,0.402266897,0.333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2865,941,2013,1,0.509304643,0.2,0.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2866,17249,2013,0,0.400434598,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2867,15367,2015,1,0.972272165,0.2,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2868,14740,2019,1,0.078353679,0.2,0.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2869,13172,2005,0,0.649893498,0.2,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2870,26030,2014,0,0.140285381,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2871,4391,2005,0,0.529648886,0.2,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2872,15367,2013,1,0.180366918,0.2,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2873,10976,2004,0,0.380774604,0.333333333,0.25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
2874,13172,2004,1,0.604086026,0.266666667,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2875,10635,2007,1,0.601907309,0.2,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2876,41064,2014,1,0.231900323,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2877,15681,2016,1,0.813623715,0.2,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2878,2352,2011,1,0.665794416,0.333333333,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2879,40769,2011,1,0.303474497,0.333333333,0.625,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2880,8311,2005,0,0.318107121,0.2,0.375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2881,12231,2015,1,0.997703901,0.2,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2882,16500,2008,1,0.795904812,0.2,0.375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2883,25597,2015,1,0.290107304,0.2,0.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2884,14426,2014,1,0.225704862,0.2,0.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2885,17942,2010,1,0.17149172,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2886,21953,2012,0,0.448913218,0.2,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2887,16621,2011,1,0.341778132,0.333333333,0.75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2888,25716,2012,0,0.384782758,0.2,0.5625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2889,15681,2016,1,0.792145736,0.2,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2890,8154,2012,1,0.450814228,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2891,2901,2014,1,0.402266897,0.333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2892,10349,2000,0,0.277707794,0.2,0.125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2893,18503,2016,1,0.094738439,0.2,0.25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2894,6899,2013,1,0.196494011,0.2,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2895,18422,2013,1,0.065498958,0.2,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2896,14113,2005,0,0.458074712,0.2,0.125,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2897,38574,2015,1,0.378827787,0.2,0.25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2898,7495,2012,1,0.413025927,0.2,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2899,20266,2010,1,0.109345297,0.2,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2900,19757,2014,0,0.485559195,0.2,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2901,13172,2017,1,0.221084034,0.2,0.75,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2902,31414,2014,1,0.596310208,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2903,15681,2010,1,0.788003023,0.466666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2904,4391,2015,1,0.165937564,0.2,0.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2905,3136,2000,0,0.386500538,0.2,0.125,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2906,8163,2015,1,0.365984517,0.2,0.25,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2907,15994,2011,1,0.487932594,0.333333333,0.75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2908,10000,2001,0,0.280570761,0.2,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2909,8467,2013,1,0.177103136,0.2,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2910,14113,2010,0,0.485559195,0.2,0.625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2911,3763,2001,0,0.002862967,0.2,0.375,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2912,9722,2011,1,0.121850736,0.2,0.25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2913,16935,2004,1,0.730056572,0.333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2914,8154,2002,0,0.54396372,0.2,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2915,18826,2012,1,0.344512265,0.2,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2916,20385,2011,1,0.455211745,0.2,0.75,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2917,11967,2012,1,0.50159181,0.2,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2918,14740,2002,1,0.821671515,0.266666667,0.625,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
2919,16935,2009,0,0.54396372,0.2,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2920,10663,2015,1,0.803411511,0.2,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2921,17405,2017,0,0.128260919,0.2,0.75,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2922,18189,2011,0,0.231900323,0.333333333,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2923,14834,2010,1,0.29026763,0.2,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2924,43655,2017,1,0.275179794,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2925,31047,2019,1,0.050222166,0.333333333,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2926,13589,2014,1,0.480093791,0.2,0.25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2927,15681,2010,1,0.788003023,0.466666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2928,11287,2014,1,0.110579235,0.2,0.25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2929,36065,2012,1,0.280570761,0.2,0.625,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2930,44846,2011,1,0.257667025,0.333333333,0.75,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2931,42171,2016,1,0.292990312,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2932,39201,2008,1,0.073005657,0.333333333,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2933,28391,2014,1,0.412267241,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2934,13172,2000,0,0.529648886,0.2,0.25,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
2935,7840,2003,0,0.647030531,0.2,0.375,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2936,11290,2016,1,0.930862211,0.2,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2937,3450,2012,1,0.218807975,0.2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2938,21326,2011,1,0.462246055,0.2,0.25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2939,43655,2017,1,0.275179794,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2940,18826,2012,1,0.322498912,0.2,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2941,12544,2001,1,0.667071299,0.333333333,0.375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2942,18817,2012,1,0.128833513,0.2,0.4375,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2943,46891,2016,1,0.291484391,0.2,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2944,16465,2016,0,0.272225212,0.2,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2945,36235,2017,1,0.03206523,0.2,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2946,28589,2015,1,0.164027965,0.2,0.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2947,36636,2014,1,0.357438561,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2948,6200,2003,0,0.157463182,0.2,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2949,22279,2014,1,0.282188337,0.2,0.25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2950,16621,2011,1,0.341778132,0.333333333,0.75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2951,17158,2013,1,0.509218754,0.2,0.25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2952,12231,2001,1,0.009542269,0.333333333,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2953,18817,2015,0,0.372185703,0.2,0.625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2954,3136,2014,1,0.607971073,0.2,0.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2955,7527,2004,0,0.858890085,0.2,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2956,10036,2006,0,0.432308009,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2957,862,2015,1,0.605926914,0.2,0.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2958,17249,2009,1,0.372185703,0.333333333,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2959,15681,2018,0,0.018572067,0.2,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2960,21326,2013,0,0.20613362,0.2,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2961,26306,2014,1,0.435354206,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2962,7213,2011,0,0.463800646,0.2,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
